player,exception_score,exception_routes,best_preliminary_single_season,best_preliminary_three_year_window,best_legacy_window,included
Reggie Johnson,32.52,elite individual peak,41.7,40.2,41.6,False
Ryan Gomes,32.48,elite individual peak,43.5,41.3,42.0,False
Furkan Korkmaz,32.47,elite individual peak,41.0,38.5,40.0,False
Nick Richards,32.47,elite individual peak,48.3,47.5,48.4,False
Rasual Butler,32.42,elite individual peak,43.7,34.9,36.1,False
John Battle,32.38,elite individual peak,45.1,40.3,41.2,False
Garrett Temple,32.37,elite individual peak,40.0,37.4,38.4,False
Jon Sundvold,32.37,elite individual peak,43.4,41.8,42.9,False
Shaedon Sharpe,32.36,elite individual peak,41.3,38.5,39.3,False
Eldridge Recasner,32.33,elite individual peak,41.0,40.3,41.7,False
Jahidi White,32.3,elite individual peak,48.2,46.9,47.7,False
Cedric Henderson,32.23,elite individual peak,42.0,35.1,35.9,False
Stacey King,32.22,elite individual peak,40.9,38.2,40.3,False
Eric Montross,32.18,elite individual peak,42.9,39.5,40.3,False
Moses Moody,32.15,elite individual peak,40.7,39.0,40.0,False
Vitaly Potapenko,32.12,elite individual peak,41.9,41.1,41.5,False
Bill Willoughby,32.09,elite individual peak,41.0,39.2,40.4,False
E'Twaun Moore,32.08,elite individual peak,42.2,37.7,38.6,False
Anthony Tolliver,32.07,elite individual peak,41.4,39.4,40.2,False
Mike O'Koren,32.06,elite individual peak,42.7,36.3,37.9,False
Austin Rivers,32.05,elite individual peak,39.0,38.1,38.8,False
Bryn Forbes,32.01,elite individual peak,43.6,39.1,40.5,False
Brad Sellers,31.99,elite individual peak,42.4,39.5,40.9,False
Alan Anderson,31.99,elite individual peak,41.0,36.8,38.5,False
Jarvis Hayes,31.98,elite individual peak,40.1,36.3,37.7,False
Jason Thompson,31.94,elite individual peak,45.2,43.9,44.7,False
Anthony Avent,31.94,elite individual peak,41.3,37.8,39.4,False
Jason Kapono,31.92,elite individual peak,43.0,37.9,38.8,False
Frank Kaminsky,31.9,elite individual peak,42.4,39.9,40.5,False
Darius Songaila,31.85,elite individual peak,44.4,36.2,37.1,False
Stanley Johnson,31.83,elite individual peak,37.6,36.5,37.3,False
Michael Curry,31.82,elite individual peak,39.0,37.1,38.1,False
Landry Shamet,31.76,elite individual peak,40.6,36.9,38.6,False
Marc Jackson,31.74,elite individual peak,43.7,37.7,38.3,False
Dion Waiters,31.68,elite individual peak,40.6,37.0,38.1,False
Juan Dixon,31.66,elite individual peak,39.4,38.2,39.6,False
Mike Sanders,31.6,elite individual peak,41.4,35.8,36.9,False
Darius Miles,31.51,elite individual peak,44.6,40.8,41.4,False
Doug McDermott,31.47,elite individual peak,41.3,40.2,41.1,False
Moochie Norris,31.37,elite individual peak,46.9,44.0,44.4,False
Georges Niang,31.29,elite individual peak,39.3,38.7,39.9,False
Sasha Pavlovic,31.28,elite individual peak,39.2,35.3,37.6,False
Michael Olowokandi,31.27,elite individual peak,43.2,38.8,39.4,False
Todd Day,31.23,elite individual peak,44.1,41.0,41.7,False
Josh Okogie,31.19,elite individual peak,42.4,34.3,35.0,False
Harold Pressley,31.13,elite individual peak,45.4,41.6,42.4,False
Damion Lee,31.04,elite individual peak,38.4,37.1,38.7,False
Willie Green,30.98,elite individual peak,39.5,37.5,38.4,False
Billy Thompson,30.98,elite individual peak,44.5,42.2,43.1,False
Ziaire Williams,30.91,elite individual peak,37.3,34.8,35.7,False
Tom Hammonds,30.9,elite individual peak,41.5,37.6,38.8,False
Chucky Brown,30.9,elite individual peak,45.4,33.1,34.0,False
Rodney Carney,30.75,elite individual peak,38.9,35.4,36.4,False
James Robinson,30.7,elite individual peak,38.4,38.1,39.2,False
Roger Phegley,30.68,elite individual peak,40.2,37.6,39.0,False
Keyonte George,30.66,elite individual peak,49.2,43.3,44.1,False
Ben McLemore,30.64,elite individual peak,40.8,34.1,35.5,False
Wally Walker,30.52,elite individual peak,40.5,35.7,36.9,False
Leon Douglas,30.47,elite individual peak,42.0,39.3,40.7,False
Tyronn Lue,30.47,elite individual peak,43.5,41.9,42.4,False
Killian Hayes,30.46,elite individual peak,42.1,39.9,40.7,False
Langston Galloway,30.38,elite individual peak,39.5,35.4,36.2,False
Craig Smith,30.28,elite individual peak,44.5,43.0,43.6,False
Kris Murray,30.19,elite individual peak,39.5,33.8,34.7,False
Lonnie Walker IV,30.12,elite individual peak,37.8,34.6,35.9,False
Gordan Giricek,30.07,elite individual peak,37.7,36.4,37.3,False
Antoine Wright,29.77,elite individual peak,35.4,34.5,36.5,False
Jeff Grayer,29.72,elite individual peak,38.3,36.4,37.6,False
Cory Alexander,29.68,elite individual peak,43.3,40.5,41.2,False
Anthony Morrow,29.5,elite individual peak,42.6,37.9,38.7,False
DeAndre' Bembry,29.3,elite individual peak,39.8,38.6,39.2,False
Tyrone Nesby,29.28,elite individual peak,43.3,35.9,36.8,False
Wes Iwundu,29.27,elite individual peak,36.0,33.5,34.7,False
Sebastian Telfair,29.19,elite individual peak,40.3,38.3,38.9,False
Pearl Washington,29.15,elite individual peak,41.1,39.9,40.7,False
Carlos Rogers,29.11,elite individual peak,43.7,38.9,39.7,False
Corey Kispert,29.04,elite individual peak,37.5,36.3,37.1,False
KJ Martin,28.94,elite individual peak,42.9,40.1,40.9,False
Joe Bryant,28.91,elite individual peak,38.8,37.6,38.3,False
Don MacLean,28.89,elite individual peak,47.1,39.0,39.8,False
Kermit Washington,28.82,2x All-Def,62.6,,,False
Omri Casspi,28.81,elite individual peak,42.4,40.1,40.4,False
Lee Mayberry,28.74,elite individual peak,42.5,40.4,41.1,False
Jeremy Sochan,28.72,elite individual peak,42.5,37.8,38.6,False
Alonzo Gee,28.64,elite individual peak,38.9,35.3,36.2,False
Butch Carter,28.57,elite individual peak,39.0,37.2,38.0,False
Eric Piatkowski,28.51,elite individual peak,42.3,40.7,41.2,False
Casey Jacobsen,28.28,elite individual peak,34.4,34.0,34.7,False
Brian Roberts,28.14,elite individual peak,41.9,39.5,40.0,False
Jeff Turner,28.14,elite individual peak,35.7,32.1,32.6,False
Roy Tarpley,28.06,elite individual peak,69.3,,,False
Derrick Williams,27.98,elite individual peak,42.1,39.2,39.6,False
Patrick Williams,27.66,elite individual peak,39.3,34.6,35.0,False
Matt Carroll,27.66,elite individual peak,41.3,37.8,38.5,False
Dennis Hopson,27.61,elite individual peak,39.7,35.1,36.0,False
Gary Payton II,27.59,elite individual peak,60.8,,,False
Greg Kite,27.48,elite individual peak,38.3,37.3,38.0,False
Gradey Dick,27.46,elite individual peak,34.0,30.7,31.7,False
Sam Lacey,27.46,elite individual peak,65.8,,,False
Mitchell Robinson,27.45,elite individual peak,68.4,,,False
Doug Smith,27.39,elite individual peak,39.3,36.1,37.1,False
Chris Andersen,27.39,elite individual peak,63.1,,,False
Milt Palacio,27.25,elite individual peak,40.8,36.2,36.8,False
Damien Wilkins,27.2,elite individual peak,38.4,35.5,36.2,False
Stephon Castle,27.18,elite individual peak,67.1,,,False
Justin Jackson,27.09,elite individual peak,34.1,32.0,32.9,False
Chase Budinger,27.08,elite individual peak,39.5,38.6,39.1,False
Yogi Ferrell,26.99,elite individual peak,38.8,37.2,37.7,False
Tony Massenburg,26.89,elite individual peak,39.6,37.4,38.1,False
Joe Wolf,26.87,elite individual peak,32.9,30.1,31.0,False
Kyle Singler,26.68,elite individual peak,37.6,34.6,35.3,False
Randy White,26.62,elite individual peak,37.6,36.3,37.2,False
Courtney Alexander,26.55,elite individual peak,33.0,31.3,32.2,False
Marcus Liberty,26.47,elite individual peak,38.6,35.4,36.1,False
Chris Smith,26.46,elite individual peak,37.6,36.7,37.6,False
Neemias Queta,26.42,elite individual peak,68.9,,,False
Emmanuel Mudiay,26.37,elite individual peak,38.0,36.1,36.7,False
Johan Petro,26.36,elite individual peak,36.8,36.1,36.9,False
Bilal Coulibaly,26.17,elite individual peak,35.7,32.3,33.4,False
Dereck Lively II,26.06,elite individual peak,59.0,,,False
Omer Asik,25.95,elite individual peak,59.1,,,False
Wes Unseld,25.94,elite individual peak,65.5,,,False
Simone Fontecchio,25.78,elite individual peak,37.4,35.1,35.6,False
Sharone Wright,25.76,elite individual peak,38.4,34.8,35.2,False
Luke Kornet,25.71,elite individual peak,61.4,,,False
Dudley Bradley,25.66,elite individual peak,54.3,,,False
Tari Eason,25.64,elite individual peak,60.1,,,False
Goga Bitadze,25.51,elite individual peak,63.1,,,False
Dion Glover,25.36,elite individual peak,36.1,34.3,34.9,False
Yi Jianlian,25.34,elite individual peak,35.7,35.3,36.0,False
Ira Newble,25.25,elite individual peak,35.9,33.1,33.8,False
Jonathan Isaac,25.14,elite individual peak,57.5,,,False
Dave Cowens,25.12,elite individual peak,52.6,,,False
Joel Przybilla,25.04,elite individual peak,63.0,,,False
Ochai Agbaji,25.01,elite individual peak,37.2,31.6,32.3,False
Ledell Eackles,25.0,elite individual peak,36.7,34.5,35.2,False
Lucas Nogueira,24.72,elite individual peak,55.9,,,False
Fred Hoiberg,24.72,elite individual peak,52.2,,,False
Larry Sanders,24.71,elite individual peak,61.8,,,False
Al Thornton,24.65,elite individual peak,33.4,32.9,33.7,False
Donovan Clingan,24.61,elite individual peak,66.8,,,False
Rory White,24.5,elite individual peak,35.3,32.3,33.3,False
Hollis Thompson,24.45,elite individual peak,34.6,32.1,33.2,False
Dylan Harper,24.23,elite individual peak,54.9,,,False
Daniel Theis,24.2,elite individual peak,58.0,,,False
Fabricio Oberto,23.87,elite individual peak,54.5,,,False
Collin Murray-Boyles,23.79,elite individual peak,53.6,,,False
Josh McRoberts,23.78,elite individual peak,55.1,,,False
John Johnson,23.75,elite individual peak,54.1,,,False
Sarunas Marciulionis,23.72,elite individual peak,56.5,,,False
Eddie Jordan,23.66,elite individual peak,55.3,,,False
Jaylin Williams,23.56,elite individual peak,55.7,,,False
Kevin Porter,23.49,elite individual peak,61.5,,,False
Scotty Pippen Jr.,23.48,elite individual peak,56.6,,,False
Wes Matthews,23.43,elite individual peak,56.7,,,False
John Henson,23.41,elite individual peak,53.7,,,False
Dan Gadzuric,23.41,elite individual peak,55.2,,,False
Kevin Porter Jr.,23.35,elite individual peak,51.4,,,False
Robert Traylor,23.34,elite individual peak,53.3,,,False
Collin Gillespie,23.29,elite individual peak,56.6,,,False
Zach Edey,23.22,elite individual peak,58.8,,,False
Richard Dumas,23.18,elite individual peak,50.6,,,False
Paul Reed,23.17,elite individual peak,56.8,,,False
Scott Williams,23.15,elite individual peak,54.1,,,False
Ajay Mitchell,22.95,elite individual peak,51.3,,,False
Danny Young,22.86,elite individual peak,51.6,,,False
Kel'el Ware,22.85,elite individual peak,58.7,,,False
Zion Williamson,22.84,elite individual peak,62.8,,,False
Javonte Green,22.84,elite individual peak,50.4,,,False
Xavier Tillman Sr.,22.73,elite individual peak,53.4,,,False
Walter McCarty,22.68,elite individual peak,46.5,,,False
Keon Ellis,22.62,elite individual peak,48.9,,,False
Johnny High,22.6,elite individual peak,47.9,,,False
Adrian Griffin,22.59,elite individual peak,47.1,,,False
Nik Stauskas,22.56,elite individual peak,32.4,29.7,30.6,False
Ty Jerome,22.51,elite individual peak,55.4,,,False
Terrence Jones,22.51,elite individual peak,56.0,,,False
Cameron Payne,22.5,elite individual peak,53.2,,,False
Oso Ighodaro,22.46,elite individual peak,51.8,,,False
Francisco Elson,22.45,elite individual peak,49.1,,,False
Jim Brewer,22.3,elite individual peak,49.0,,,False
Ed Sherod,22.25,elite individual peak,50.5,,,False
Samaki Walker,22.21,elite individual peak,53.2,,,False
Paul Griffin,22.2,elite individual peak,53.1,,,False
Todd MacCulloch,22.19,elite individual peak,53.0,,,False
Jordan Goodwin,22.18,elite individual peak,50.5,,,False
Craig Porter Jr.,22.13,elite individual peak,49.5,,,False
Carey Scurry,22.07,elite individual peak,48.5,,,False
Brian Cardinal,21.98,elite individual peak,49.2,,,False
M.L. Carr,21.92,elite individual peak,49.9,,,False
Brent Price,21.87,elite individual peak,55.5,,,False
Eddie Robinson,21.86,elite individual peak,49.1,,,False
Smush Parker,21.86,elite individual peak,46.8,,,False
Greg Oden,21.8,elite individual peak,55.3,,,False
Travis Knight,21.77,elite individual peak,49.1,,,False
Brad Wanamaker,21.69,elite individual peak,47.0,,,False
Sasha Vujacic,21.68,elite individual peak,44.0,,,False
Adam Keefe,21.67,elite individual peak,51.0,,,False
Melvin Turpin,21.66,elite individual peak,47.7,,,False
Facundo Campazzo,21.65,elite individual peak,48.1,,,False
Kwame Brown,21.62,elite individual peak,45.7,,,False
Justise Winslow,21.59,elite individual peak,44.9,,,False
Franklin Edwards,21.57,elite individual peak,47.1,,,False
Derek Smith,21.57,elite individual peak,53.3,,,False
Reed Sheppard,21.57,elite individual peak,53.5,,,False
Ennis Whatley,21.55,elite individual peak,53.0,,,False
Bill Robinzine,21.55,elite individual peak,51.7,,,False
Gar Heard,21.4,elite individual peak,46.6,,,False
Matt Maloney,21.39,elite individual peak,46.7,,,False
Tyus Edney,21.36,elite individual peak,51.5,,,False
Keith Askins,21.35,elite individual peak,46.1,,,False
Rodrigue Beaubois,21.33,elite individual peak,47.6,,,False
Sandro Mamukelashvili,21.26,elite individual peak,52.7,,,False
Len Elmore,21.26,elite individual peak,47.7,,,False
Danny Fortson,21.24,elite individual peak,53.3,,,False
Erick Strickland,21.21,elite individual peak,46.3,,,False
Marreese Speights,21.14,elite individual peak,53.1,,,False
Jerome James,21.13,elite individual peak,42.1,,,False
Luka Garza,21.13,elite individual peak,53.1,,,False
Corie Blount,21.08,elite individual peak,46.2,,,False
Jalen Smith,21.02,elite individual peak,53.5,,,False
Jim Chones,21.01,elite individual peak,46.8,,,False
Thomas Bryant,20.99,elite individual peak,51.6,,,False
Zach Collins,20.96,elite individual peak,46.4,,,False
Moritz Wagner,20.96,elite individual peak,53.3,,,False
Quincy Pondexter,20.94,elite individual peak,43.0,,,False
Lou Amundson,20.91,elite individual peak,48.9,,,False
Eddie Gill,20.88,elite individual peak,42.4,,,False
Miles Plumlee,20.79,elite individual peak,47.9,,,False
Bill Wennington,20.79,elite individual peak,45.3,,,False
Leon Powe,20.76,elite individual peak,50.9,,,False
Solomon Hill,20.75,elite individual peak,38.3,,,False
Markelle Fultz,20.74,elite individual peak,49.2,,,False
Rumeal Robinson,20.7,elite individual peak,49.1,,,False
Ivan Johnson,20.67,elite individual peak,47.2,,,False
Pete Chilcutt,20.66,elite individual peak,43.3,,,False
Michael Ruffin,20.65,elite individual peak,45.1,,,False
Spencer Haywood,20.57,elite individual peak,45.7,,,False
Armond Hill,20.55,elite individual peak,48.8,,,False
Etan Thomas,20.53,elite individual peak,48.9,,,False
Keith Jennings,20.52,elite individual peak,49.4,,,False
Darrell Arthur,20.52,elite individual peak,45.9,,,False
Billy Ray Bates,20.49,elite individual peak,49.2,,,False
Edgar Jones,20.49,elite individual peak,47.2,,,False
Don Reid,20.47,elite individual peak,44.6,,,False
Ron Holland,20.45,elite individual peak,44.1,,,False
Kyle O'Quinn,20.38,elite individual peak,57.8,,,False
Zeljko Rebraca,20.35,elite individual peak,46.2,,,False
Noah Vonleh,20.3,elite individual peak,46.7,,,False
Shabazz Napier,20.3,elite individual peak,45.3,,,False
Elston Turner,20.28,elite individual peak,42.1,,,False
Toney Douglas,20.22,elite individual peak,46.1,,,False
Mouhamed Gueye,20.22,elite individual peak,44.6,,,False
Haywood Highsmith,20.2,elite individual peak,42.4,,,False
Greg Smith,20.2,elite individual peak,48.7,,,False
Paul Mokeski,20.17,elite individual peak,45.0,,,False
Mike Sweetney,20.16,elite individual peak,47.0,,,False
Jawann Oldham,20.16,elite individual peak,42.9,,,False
Andre Turner,20.16,elite individual peak,47.5,,,False
Dominick Barlow,20.08,elite individual peak,43.8,,,False
Kenny Fields,20.08,elite individual peak,42.8,,,False
Sergio Rodriguez,20.06,elite individual peak,48.7,,,False
VJ Edgecombe,20.06,elite individual peak,46.2,,,False
Billy Paultz,20.04,elite individual peak,46.6,,,False
Greg Kelser,20.0,elite individual peak,48.0,,,False
Tim Frazier,19.98,elite individual peak,45.1,,,False
Ronald Murray,19.98,elite individual peak,43.9,,,False
Coby Dietrick,19.94,elite individual peak,43.8,,,False
Matt Bullard,19.93,elite individual peak,43.6,,,False
Jordan Walsh,19.93,elite individual peak,46.7,,,False
Stanley Roberts,19.91,elite individual peak,44.9,,,False
Terence Davis,19.87,elite individual peak,43.8,,,False
Danuel House Jr.,19.84,elite individual peak,41.3,,,False
Cristiano Felicio,19.83,elite individual peak,49.3,,,False
Sam Pellom,19.82,elite individual peak,41.7,,,False
Khem Birch,19.82,elite individual peak,44.0,,,False
Bostjan Nachbar,19.8,elite individual peak,45.5,,,False
Scott Padgett,19.8,elite individual peak,46.6,,,False
David Wood,19.79,elite individual peak,41.9,,,False
Patrick McCaw,19.79,elite individual peak,36.4,,,False
DerMarr Johnson,19.75,elite individual peak,42.0,,,False
Kendrick Nunn,19.74,elite individual peak,42.2,,,False
Ja'Kobe Walter,19.72,elite individual peak,43.5,,,False
Dru Smith,19.71,elite individual peak,50.6,,,False
Rick Barry,19.71,elite individual peak,46.3,,,False
Meyers Leonard,19.7,elite individual peak,43.8,,,False
Cherokee Parks,19.7,elite individual peak,45.2,,,False
Dave Twardzik,19.7,elite individual peak,46.2,,,False
Wenyen Gabriel,19.64,elite individual peak,44.4,,,False
Baylor Scheierman,19.63,elite individual peak,44.8,,,False
Scott Hastings,19.61,elite individual peak,43.1,,,False
Eric Maynor,19.61,elite individual peak,45.7,,,False
Richard Anderson,19.61,elite individual peak,44.2,,,False
Bones Hyland,19.61,elite individual peak,44.1,,,False
Daniss Jenkins,19.6,elite individual peak,47.0,,,False
Major Jones,19.57,elite individual peak,42.2,,,False
Festus Ezeli,19.55,elite individual peak,42.9,,,False
Ryan Dunn,19.54,elite individual peak,43.7,,,False
John Crotty,19.54,elite individual peak,45.0,,,False
Larry Wright,19.53,elite individual peak,44.2,,,False
David Harrison,19.53,elite individual peak,43.1,,,False
Nae'Qwan Tomlin,19.49,elite individual peak,40.0,,,False
Rob Williams,19.48,elite individual peak,47.7,,,False
Glenn Robinson III,19.47,elite individual peak,40.4,,,False
Andrew Harrison,19.47,elite individual peak,40.8,,,False
Adem Bona,19.46,elite individual peak,42.9,,,False
Joel Kramer,19.46,elite individual peak,43.6,,,False
Hugo Gonzalez,19.44,elite individual peak,43.0,,,False
Swen Nater,19.44,elite individual peak,59.6,,,False
Jarace Walker,19.42,elite individual peak,40.7,,,False
Petur Gudmundsson,19.42,elite individual peak,44.5,,,False
Tom LaGarde,19.41,elite individual peak,43.2,,,False
John Shumate,19.4,elite individual peak,47.5,,,False
Paul Graham,19.34,elite individual peak,41.6,,,False
Scott May,19.3,elite individual peak,43.7,,,False
Shawne Williams,19.29,elite individual peak,41.7,,,False
Jiri Welsch,19.27,elite individual peak,42.5,,,False
Jake LaRavia,19.23,elite individual peak,41.8,,,False
Lee Nailon,19.22,elite individual peak,41.7,,,False
Gustavo Ayon,19.18,elite individual peak,51.0,,,False
Mark Williams,19.17,elite individual peak,58.4,,,False
Jevon Carter,19.17,elite individual peak,42.0,,,False
Day'Ron Sharpe,19.14,elite individual peak,55.6,,,False
Gabe Vincent,19.14,elite individual peak,41.7,,,False
Richard Washington,19.13,elite individual peak,42.5,,,False
Ian Clark,19.13,elite individual peak,39.6,,,False
Chris Douglas-Roberts,19.12,elite individual peak,40.4,,,False
Anthony Bowie,19.1,elite individual peak,39.5,,,False
Audie Norris,19.05,elite individual peak,40.1,,,False
Jamal Shead,19.01,elite individual peak,48.6,,,False
Raul Neto,18.99,elite individual peak,42.3,,,False
Randy Livingston,18.99,elite individual peak,40.7,,,False
Dahntay Jones,18.96,elite individual peak,37.9,,,False
Moussa Diabate,18.96,elite individual peak,57.0,,,False
Von Wafer,18.95,elite individual peak,41.2,,,False
Nikola Jovic,18.94,elite individual peak,41.6,,,False
Jalen McDaniels,18.94,elite individual peak,40.6,,,False
Michael Holton,18.89,elite individual peak,44.2,,,False
Felipe Lopez,18.89,elite individual peak,40.5,,,False
Renaldo Balkman,18.88,elite individual peak,49.9,,,False
Mirza Teletovic,18.85,elite individual peak,44.2,,,False
Kevin Seraphin,18.83,elite individual peak,41.2,,,False
Sam Young,18.81,elite individual peak,41.2,,,False
Cam Thomas,18.72,elite individual peak,41.7,,,False
Steve Novak,18.72,elite individual peak,43.9,,,False
Stanislav Medvedenko,18.71,elite individual peak,43.0,,,False
Spencer Jones,18.7,elite individual peak,39.1,,,False
Tariq Abdul-Wahad,18.7,elite individual peak,38.5,,,False
Dave Meyers,18.69,elite individual peak,43.6,,,False
Sarunas Jasikevicius,18.68,elite individual peak,45.6,,,False
Mark Madsen,18.67,elite individual peak,41.0,,,False
A.J. Green,18.65,elite individual peak,38.9,,,False
Jud Buechler,18.63,elite individual peak,42.5,,,False
Kenny Higgs,18.62,elite individual peak,43.0,,,False
Tristan Da Silva,18.51,elite individual peak,40.5,,,False
Sam Mack,18.5,elite individual peak,42.9,,,False
Perry Moss,18.48,elite individual peak,36.6,,,False
Jannero Pargo,18.47,elite individual peak,40.1,,,False
Lloyd Walton,18.47,elite individual peak,43.3,,,False
Sam Dekker,18.45,elite individual peak,41.7,,,False
Trayce Jackson-Davis,18.43,elite individual peak,52.5,,,False
Vit Krejci,18.42,elite individual peak,38.5,,,False
Earl Clark,18.41,elite individual peak,42.9,,,False
Jarron Collins,18.41,elite individual peak,40.5,,,False
Larry Spriggs,18.38,elite individual peak,38.5,,,False
Troy Brown Jr.,18.37,elite individual peak,39.8,,,False
Jim Cleamons,18.34,elite individual peak,42.7,,,False
Dante Exum,18.32,elite individual peak,40.2,,,False
Tim Kempton,18.3,elite individual peak,39.0,,,False
Charles Pittman,18.3,elite individual peak,38.2,,,False
Alex Abrines,18.24,elite individual peak,38.0,,,False
Kevin Williams,18.23,elite individual peak,38.5,,,False
Dennis Smith Jr.,18.21,elite individual peak,44.3,,,False
Sterling Brown,18.21,elite individual peak,37.7,,,False
Juancho Hernangomez,18.16,elite individual peak,40.4,,,False
Mark Acres,18.16,elite individual peak,40.6,,,False
Brian Scalabrine,18.15,elite individual peak,40.7,,,False
Todd Lichti,18.15,elite individual peak,38.1,,,False
Jaylon Tyson,18.15,elite individual peak,43.0,,,False
Jason Hart,18.15,elite individual peak,52.2,,,False
Sonny Parker,18.14,elite individual peak,48.4,,,False
Jeryl Sasser,18.13,elite individual peak,36.7,,,False
Lamar Stevens,18.11,elite individual peak,37.5,,,False
Jake Layman,18.1,elite individual peak,39.4,,,False
Zaccharie Risacher,17.99,elite individual peak,37.7,,,False
Anthony Lamb,17.97,elite individual peak,38.6,,,False
Leon Wood,17.96,elite individual peak,42.7,,,False
Mark Alarie,17.96,elite individual peak,38.9,,,False
Rodions Kurucs,17.93,elite individual peak,37.6,,,False
Rudy Macklin,17.91,elite individual peak,36.9,,,False
Kim Hughes,17.9,elite individual peak,45.6,,,False
Mo Bamba,17.88,elite individual peak,51.3,,,False
Ben Sheppard,17.87,elite individual peak,36.3,,,False
Kevin Restani,17.85,elite individual peak,42.9,,,False
Thon Maker,17.81,elite individual peak,36.1,,,False
Jack Givens,17.77,elite individual peak,38.7,,,False
Ryan Rollins,17.74,elite individual peak,50.7,,,False
Ryan Kalkbrenner,17.74,elite individual peak,49.5,,,False
Lorenzo Williams,17.72,elite individual peak,45.7,,,False
Sidy Cissoko,17.68,elite individual peak,34.0,,,False
Eddie Griffin,17.66,elite individual peak,49.3,,,False
Michael Stewart,17.64,elite individual peak,47.6,,,False
Hilton Armstrong,17.64,elite individual peak,36.3,,,False
Kon Knueppel,17.63,elite individual peak,53.9,,,False
Darius Miller,17.62,elite individual peak,38.8,,,False
Malik Allen,17.61,elite individual peak,34.4,,,False
Rudy Tomjanovich,17.61,elite individual peak,40.2,,,False
Brandon Miller,17.6,elite individual peak,46.1,,,False
Tony Smith,17.6,elite individual peak,35.7,,,False
Rickey Brown,17.59,elite individual peak,38.5,,,False
Marquese Chriss,17.52,elite individual peak,49.4,,,False
Jeff Lamp,17.44,elite individual peak,39.2,,,False
Cooper Flagg,17.42,elite individual peak,47.8,,,False
Derik Queen,17.37,elite individual peak,48.8,,,False
Calvin Garrett,17.33,elite individual peak,35.1,,,False
Henry Bibby,17.32,elite individual peak,41.1,,,False
Lloyd Daniels,17.32,elite individual peak,38.3,,,False
Harold Miner,17.31,elite individual peak,38.9,,,False
Negele Knight,17.27,elite individual peak,41.8,,,False
Tom Tolbert,17.24,elite individual peak,38.9,,,False
Jerome Whitehead,17.22,elite individual peak,49.2,,,False
Greg Stiemsma,17.18,elite individual peak,41.7,,,False
Jan van Breda Kolff,17.17,elite individual peak,42.5,,,False
Jim McElroy,17.17,elite individual peak,38.2,,,False
Malcolm Delaney,17.15,elite individual peak,35.3,,,False
Dave Robisch,17.15,elite individual peak,50.8,,,False
Kareem Rush,17.13,elite individual peak,35.0,,,False
Rodrick Rhodes,17.11,elite individual peak,30.9,,,False
Garrison Mathews,17.1,elite individual peak,35.9,,,False
Chris Crawford,17.07,elite individual peak,35.2,,,False
Jim Spanarkel,17.05,elite individual peak,46.0,,,False
Greg Dreiling,17.05,elite individual peak,38.4,,,False
Chuma Okeke,17.05,elite individual peak,43.6,,,False
Tate George,17.05,elite individual peak,37.8,,,False
Jerry Eaves,17.04,elite individual peak,38.6,,,False
Isaiah Jackson,17.03,elite individual peak,44.8,,,False
Cedrick Hordges,17.03,elite individual peak,38.9,,,False
John Williamson,17.02,elite individual peak,37.8,,,False
Jonathan Bender,17.01,elite individual peak,37.4,,,False
Predrag Drobnjak,16.99,elite individual peak,36.7,,,False
Willy Hernangomez,16.97,elite individual peak,51.7,,,False
Toby Knight,16.97,elite individual peak,48.1,,,False
Rod Foster,16.96,elite individual peak,37.0,,,False
Juan Toscano-Anderson,16.92,elite individual peak,44.1,,,False
Dan Dickau,16.91,elite individual peak,48.2,,,False
Daequan Cook,16.9,elite individual peak,34.9,,,False
Sidney Lowe,16.88,elite individual peak,43.9,,,False
J.R. Bremer,16.86,elite individual peak,39.5,,,False
Nick Calathes,16.85,elite individual peak,43.3,,,False
Jared McCain,16.85,elite individual peak,35.5,,,False
Alaa Abdelnaby,16.77,elite individual peak,41.5,,,False
Tod Murphy,16.75,elite individual peak,45.2,,,False
Khalid Reeves,16.74,elite individual peak,48.0,,,False
Jae'Sean Tate,16.72,elite individual peak,40.6,,,False
Alec Kessler,16.71,elite individual peak,38.0,,,False
Rodney Buford,16.7,elite individual peak,33.3,,,False
Shaquille Harrison,16.69,elite individual peak,41.1,,,False
Jay Huff,16.68,elite individual peak,43.8,,,False
Alfonzo McKinnie,16.68,elite individual peak,38.7,,,False
Jabari Parker,16.67,elite individual peak,44.0,,,False
John Amaechi,16.65,elite individual peak,34.6,,,False
Cam Spencer,16.65,elite individual peak,53.2,,,False
Bobby Hurley,16.64,elite individual peak,36.3,,,False
Paul Silas,16.63,elite individual peak,40.1,,,False
Rafael Addison,16.63,elite individual peak,34.3,,,False
Moses Brown,16.63,elite individual peak,49.6,,,False
Semi Ojeleye,16.6,elite individual peak,33.6,,,False
Jorge Garbajosa,16.59,elite individual peak,41.3,,,False
Dalton Knecht,16.57,elite individual peak,38.5,,,False
Marcus Williams,16.54,elite individual peak,41.1,,,False
Bol Bol,16.53,elite individual peak,44.4,,,False
Rick Brunson,16.51,elite individual peak,47.8,,,False
Derrick Chievous,16.46,elite individual peak,35.9,,,False
Sean Williams,16.46,elite individual peak,42.8,,,False
David Roddy,16.45,elite individual peak,32.4,,,False
Alex Sarr,16.44,elite individual peak,45.6,,,False
Willie Smith,16.44,elite individual peak,44.4,,,False
Joey Graham,16.42,elite individual peak,38.9,,,False
Terry Davis,16.36,elite individual peak,42.8,,,False
Amir Coffey,16.36,elite individual peak,37.7,,,False
